userid,version,sum_gamerounds,log_gamerounds,retention_1_int,retention_7_int,retention_score,engagement_tier_code,log_gamerounds_scaled,retention_1_int_scaled,retention_7_int_scaled,retention_score_scaled
2266095,gate_30,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2266160,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2266331,gate_30,188,5.241747015059643,1,0,1,5,1.5757582843019569,1.112909772772301,-0.47889623021007877,0.17117880488574516
2266361,gate_30,13,2.6390573296152584,0,0,0,2,-0.15984184517839695,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2266587,gate_40,19,2.995732273553991,1,0,1,3,0.07800636329013047,1.112909772772301,-0.47889623021007877,0.17117880488574516
2266834,gate_40,20,3.044522437723423,0,0,0,3,0.11054201889418142,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2267051,gate_40,20,3.044522437723423,1,0,1,3,0.11054201889418142,1.112909772772301,-0.47889623021007877,0.17117880488574516
2267057,gate_30,106,4.672828834461906,1,0,1,4,1.1963759578450985,1.112909772772301,-0.47889623021007877,0.17117880488574516
2267070,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2267147,gate_40,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2267697,gate_30,59,4.0943445622221,0,0,0,4,0.810614495994018,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2267924,gate_40,55,4.02535169073515,1,0,1,4,0.7646066920842223,1.112909772772301,-0.47889623021007877,0.17117880488574516
2267935,gate_30,39,3.6888794541139363,0,0,0,3,0.5402306319214399,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2267942,gate_40,119,4.787491742782046,1,1,3,4,1.2728387646253274,1.112909772772301,2.0881350424523637,2.071339349039964
2268036,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2268189,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2268303,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2268337,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2268339,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2268349,gate_40,45,3.828641396489095,1,0,1,3,0.6334306959318887,1.112909772772301,-0.47889623021007877,0.17117880488574516
2268368,gate_30,247,5.5134287461649825,1,1,3,5,1.7569288826721445,1.112909772772301,2.0881350424523637,2.071339349039964
2268485,gate_30,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2268832,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2268858,gate_40,4,1.6094379124341003,1,0,1,1,-0.8464421739724883,1.112909772772301,-0.47889623021007877,0.17117880488574516
2268917,gate_30,63,4.1588830833596715,1,1,3,4,0.8536519223415673,1.112909772772301,2.0881350424523637,2.071339349039964
2268971,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2269155,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2269282,gate_30,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2269294,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2269331,gate_40,15,2.772588722239781,1,0,1,2,-0.07079661492105134,1.112909772772301,-0.47889623021007877,0.17117880488574516
2269359,gate_40,163,5.099866427824199,1,1,3,5,1.4811454048051296,1.112909772772301,2.0881350424523637,2.071339349039964
2269466,gate_40,103,4.6443908991413725,1,1,3,4,1.1774121587796542,1.112909772772301,2.0881350424523637,2.071339349039964
2269529,gate_40,484,6.184148890937483,1,1,3,5,2.2041977125378436,1.112909772772301,2.0881350424523637,2.071339349039964
2269604,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2269611,gate_40,23,3.1780538303479458,0,1,2,3,0.19958724915152704,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2269651,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2269659,gate_40,16,2.833213344056216,1,0,1,3,-0.03036916709169677,1.112909772772301,-0.47889623021007877,0.17117880488574516
2269725,gate_30,54,4.007333185232471,1,0,1,4,0.7525910758321636,1.112909772772301,-0.47889623021007877,0.17117880488574516
2270369,gate_30,50,3.9318256327243257,1,0,1,3,0.7022389656121908,1.112909772772301,-0.47889623021007877,0.17117880488574516
2270593,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2270598,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2270616,gate_30,6,1.9459101490553132,1,0,1,2,-0.6220661138097063,1.112909772772301,-0.47889623021007877,0.17117880488574516
2271016,gate_30,45,3.828641396489095,1,0,1,3,0.6334306959318887,1.112909772772301,-0.47889623021007877,0.17117880488574516
2271034,gate_40,62,4.143134726391533,1,0,1,4,0.8431501515980689,1.112909772772301,-0.47889623021007877,0.17117880488574516
2271106,gate_30,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2271109,gate_40,38,3.6635616461296463,0,0,0,3,0.5233474855896137,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2271271,gate_40,23,3.1780538303479458,0,0,0,3,0.19958724915152704,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2271309,gate_40,18,2.9444389791664403,0,0,0,3,0.04380149865398903,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2271737,gate_40,69,4.248495242049359,1,0,1,4,0.9134096702954041,1.112909772772301,-0.47889623021007877,0.17117880488574516
2271761,gate_30,56,4.04305126783455,1,0,1,4,0.7764096313578769,1.112909772772301,-0.47889623021007877,0.17117880488574516
2272031,gate_40,22,3.1354942159291497,0,0,0,3,0.17120642730057925,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2272068,gate_30,22,3.1354942159291497,0,0,0,3,0.17120642730057925,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2272121,gate_30,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2272154,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2272422,gate_30,26,3.295836866004329,0,0,0,3,0.27813070866537404,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2272496,gate_30,11,2.4849066497880004,1,1,3,2,-0.26263701947978246,1.112909772772301,2.0881350424523637,2.071339349039964
2272523,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2272525,gate_30,5,1.791759469228055,1,0,1,1,-0.724861288111092,1.112909772772301,-0.47889623021007877,0.17117880488574516
2272546,gate_30,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2272596,gate_30,79,4.382026634673881,0,1,2,4,1.0024549005527492,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2272668,gate_40,29,3.4011973816621555,1,0,1,3,0.34839022736270886,1.112909772772301,-0.47889623021007877,0.17117880488574516
2272781,gate_30,36,3.6109179126442243,0,0,0,3,0.48824208245046563,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2272947,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2273168,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2273201,gate_30,24,3.2188758248682006,1,0,1,3,0.2268093415013123,1.112909772772301,-0.47889623021007877,0.17117880488574516
2273219,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2273240,gate_30,228,5.43372200355424,1,1,3,5,1.7037765481586116,1.112909772772301,2.0881350424523637,2.071339349039964
2273474,gate_40,53,3.9889840465642745,1,1,3,4,0.7403549772966835,1.112909772772301,2.0881350424523637,2.071339349039964
2273531,gate_40,26,3.295836866004329,1,0,1,3,0.27813070866537404,1.112909772772301,-0.47889623021007877,0.17117880488574516
2273592,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2273667,gate_40,332,5.808142489980444,1,0,1,5,1.953458347858241,1.112909772772301,-0.47889623021007877,0.17117880488574516
2273701,gate_30,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2273714,gate_40,15,2.772588722239781,1,1,3,2,-0.07079661492105134,1.112909772772301,2.0881350424523637,2.071339349039964
2273734,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2273736,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2273833,gate_30,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2273909,gate_40,4,1.6094379124341003,1,0,1,1,-0.8464421739724883,1.112909772772301,-0.47889623021007877,0.17117880488574516
2274187,gate_40,40,3.713572066704308,0,0,0,3,0.5566968675425106,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2274200,gate_30,378,5.937536205082426,1,1,3,5,2.0397443734036185,1.112909772772301,2.0881350424523637,2.071339349039964
2274342,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2274430,gate_40,13,2.6390573296152584,0,0,0,2,-0.15984184517839695,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2274441,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2274444,gate_40,82,4.418840607796598,1,0,1,4,1.0270042492038023,1.112909772772301,-0.47889623021007877,0.17117880488574516
2274473,gate_40,319,5.768320995793772,1,1,3,5,1.926903437815368,1.112909772772301,2.0881350424523637,2.071339349039964
2274495,gate_30,13,2.6390573296152584,0,0,0,2,-0.15984184517839695,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2274581,gate_30,13,2.6390573296152584,0,0,0,2,-0.15984184517839695,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2274637,gate_40,32,3.4965075614664802,1,0,1,3,0.4119476930622503,1.112909772772301,-0.47889623021007877,0.17117880488574516
2275214,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2275308,gate_30,55,4.02535169073515,1,0,1,4,0.7646066920842223,1.112909772772301,-0.47889623021007877,0.17117880488574516
2275415,gate_40,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2275674,gate_30,66,4.204692619390966,1,0,1,4,0.8841999500653466,1.112909772772301,-0.47889623021007877,0.17117880488574516
2275680,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2275706,gate_40,17,2.8903717578961645,0,0,0,3,0.007746844592795635,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2275730,gate_40,8,2.1972245773362196,1,0,1,2,-0.45447742403851354,1.112909772772301,-0.47889623021007877,0.17117880488574516
2275865,gate_30,124,4.8283137373023015,0,1,2,4,1.3000608569751133,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2275983,gate_30,11,2.4849066497880004,0,0,0,2,-0.26263701947978246,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2276209,gate_40,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2276251,gate_40,4,1.6094379124341003,1,0,1,1,-0.8464421739724883,1.112909772772301,-0.47889623021007877,0.17117880488574516
2276257,gate_40,23,3.1780538303479458,1,0,1,3,0.19958724915152704,1.112909772772301,-0.47889623021007877,0.17117880488574516
2276304,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2276397,gate_30,50,3.9318256327243257,0,0,0,3,0.7022389656121908,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2276406,gate_40,79,4.382026634673881,1,0,1,4,1.0024549005527492,1.112909772772301,-0.47889623021007877,0.17117880488574516
2276498,gate_30,76,4.343805421853684,1,0,1,4,0.9769671359949456,1.112909772772301,-0.47889623021007877,0.17117880488574516
2276557,gate_40,129,4.867534450455582,1,0,1,4,1.3262151369908362,1.112909772772301,-0.47889623021007877,0.17117880488574516
2276682,gate_40,18,2.9444389791664403,0,1,2,3,0.04380149865398903,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2276840,gate_30,16,2.833213344056216,0,0,0,3,-0.03036916709169677,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2277032,gate_40,16,2.833213344056216,1,0,1,3,-0.03036916709169677,1.112909772772301,-0.47889623021007877,0.17117880488574516
2277077,gate_30,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2277495,gate_40,213,5.365976015021851,1,1,3,5,1.658600226476408,1.112909772772301,2.0881350424523637,2.071339349039964
2277718,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2277758,gate_30,12,2.5649493574615367,0,0,0,2,-0.20926064711427386,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2277787,gate_40,22,3.1354942159291497,0,0,0,3,0.17120642730057925,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2277949,gate_30,23,3.1780538303479458,1,1,3,3,0.19958724915152704,1.112909772772301,2.0881350424523637,2.071339349039964
2278275,gate_30,89,4.499809670330265,1,0,1,4,1.0809983600665964,1.112909772772301,-0.47889623021007877,0.17117880488574516
2278407,gate_30,44,3.8066624897703196,0,0,0,3,0.6187740914352869,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2278570,gate_30,46,3.8501476017100584,1,0,1,3,0.6477720800680317,1.112909772772301,-0.47889623021007877,0.17117880488574516
2278622,gate_30,78,4.3694478524670215,1,1,3,4,0.9940667564920009,1.112909772772301,2.0881350424523637,2.071339349039964
2278719,gate_30,96,4.574710978503383,1,1,3,4,1.1309461970640429,1.112909772772301,2.0881350424523637,2.071339349039964
2278925,gate_30,236,5.4680601411351315,1,1,3,5,1.7266748891958887,1.112909772772301,2.0881350424523637,2.071339349039964
2278929,gate_30,3,1.3862943611198906,0,1,2,1,-0.9952451521836702,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2278975,gate_30,24,3.2188758248682006,1,0,1,3,0.2268093415013123,1.112909772772301,-0.47889623021007877,0.17117880488574516
2279351,gate_30,69,4.248495242049359,1,0,1,4,0.9134096702954041,1.112909772772301,-0.47889623021007877,0.17117880488574516
2279459,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2279652,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2279799,gate_30,19,2.995732273553991,1,0,1,3,0.07800636329013047,1.112909772772301,-0.47889623021007877,0.17117880488574516
2279849,gate_40,62,4.143134726391533,1,1,3,4,0.8431501515980689,1.112909772772301,2.0881350424523637,2.071339349039964
2279883,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2280075,gate_40,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2280143,gate_40,50,3.9318256327243257,1,0,1,3,0.7022389656121908,1.112909772772301,-0.47889623021007877,0.17117880488574516
2280216,gate_30,102,4.634728988229636,1,1,3,4,1.170969126433839,1.112909772772301,2.0881350424523637,2.071339349039964
2280244,gate_30,107,4.68213122712422,1,0,1,4,1.202579245927993,1.112909772772301,-0.47889623021007877,0.17117880488574516
2280537,gate_40,286,5.659482215759621,1,1,3,5,1.8543244431790933,1.112909772772301,2.0881350424523637,2.071339349039964
2280618,gate_40,8,2.1972245773362196,1,0,1,2,-0.45447742403851354,1.112909772772301,-0.47889623021007877,0.17117880488574516
2281328,gate_30,28,3.367295829986474,1,0,1,3,0.32578302305135387,1.112909772772301,-0.47889623021007877,0.17117880488574516
2281514,gate_30,20,3.044522437723423,0,0,0,3,0.11054201889418142,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2281703,gate_30,59,4.0943445622221,0,0,0,4,0.810614495994018,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2281735,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2281818,gate_40,47,3.871201010907891,1,0,1,3,0.6618115177828365,1.112909772772301,-0.47889623021007877,0.17117880488574516
2281832,gate_40,29,3.4011973816621555,0,0,0,3,0.34839022736270886,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2282340,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2282349,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2282553,gate_30,73,4.30406509320417,1,0,1,4,0.9504663510817755,1.112909772772301,-0.47889623021007877,0.17117880488574516
2282714,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2282859,gate_40,59,4.0943445622221,0,0,0,4,0.810614495994018,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2282860,gate_40,26,3.295836866004329,0,0,0,3,0.27813070866537404,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2282914,gate_30,19,2.995732273553991,0,0,0,3,0.07800636329013047,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2283091,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2283419,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2283571,gate_40,99,4.605170185988092,1,0,1,4,1.1512578787639316,1.112909772772301,-0.47889623021007877,0.17117880488574516
2283585,gate_40,48,3.8918202981106265,1,1,3,3,0.6755614618268764,1.112909772772301,2.0881350424523637,2.071339349039964
2283697,gate_30,14,2.70805020110221,0,0,0,2,-0.11383404126860064,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2284037,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2284244,gate_30,2,1.0986122886681098,1,0,1,1,-1.1870855567424012,1.112909772772301,-0.47889623021007877,0.17117880488574516
2284393,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2284906,gate_30,20,3.044522437723423,1,0,1,3,0.11054201889418142,1.112909772772301,-0.47889623021007877,0.17117880488574516
2284965,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2285142,gate_30,15,2.772588722239781,0,0,0,2,-0.07079661492105134,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2285187,gate_30,21,3.091042453358316,0,0,0,3,0.14156382898967226,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2285360,gate_30,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2285458,gate_30,100,4.61512051684126,1,0,1,4,1.1578932435612457,1.112909772772301,-0.47889623021007877,0.17117880488574516
2285617,gate_40,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2285871,gate_40,19,2.995732273553991,0,0,0,3,0.07800636329013047,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2285918,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2286004,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2286107,gate_30,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2286162,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2286548,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2286555,gate_40,495,6.206575926724928,1,1,3,5,2.219153151303454,1.112909772772301,2.0881350424523637,2.071339349039964
2286740,gate_30,209,5.3471075307174685,1,1,3,5,1.6460178029992913,1.112909772772301,2.0881350424523637,2.071339349039964
2286795,gate_30,62,4.143134726391533,0,0,0,4,0.8431501515980689,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2286897,gate_40,14,2.70805020110221,0,0,0,2,-0.11383404126860064,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2286997,gate_40,26,3.295836866004329,1,0,1,3,0.27813070866537404,1.112909772772301,-0.47889623021007877,0.17117880488574516
2287115,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2287126,gate_40,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2287333,gate_40,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2287369,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2287540,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2287705,gate_40,12,2.5649493574615367,1,0,1,2,-0.20926064711427386,1.112909772772301,-0.47889623021007877,0.17117880488574516
2287967,gate_40,51,3.9512437185814275,1,0,1,4,0.715187890148345,1.112909772772301,-0.47889623021007877,0.17117880488574516
2287968,gate_30,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2287971,gate_30,53,3.9889840465642745,1,0,1,4,0.7403549772966835,1.112909772772301,-0.47889623021007877,0.17117880488574516
2288156,gate_30,138,4.9344739331306915,1,1,3,4,1.3708536413227235,1.112909772772301,2.0881350424523637,2.071339349039964
2288235,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2288700,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2288851,gate_40,12,2.5649493574615367,0,0,0,2,-0.20926064711427386,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2288911,gate_30,90,4.51085950651685,1,0,1,4,1.0883669285223088,1.112909772772301,-0.47889623021007877,0.17117880488574516
2288954,gate_30,21,3.091042453358316,1,0,1,3,0.14156382898967226,1.112909772772301,-0.47889623021007877,0.17117880488574516
2289041,gate_30,189,5.247024072160486,1,0,1,5,1.5792772827590993,1.112909772772301,-0.47889623021007877,0.17117880488574516
2289071,gate_30,11,2.4849066497880004,0,0,0,2,-0.26263701947978246,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2289193,gate_40,37,3.6375861597263857,0,0,0,3,0.5060257672852985,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2289225,gate_30,36,3.6109179126442243,1,0,1,3,0.48824208245046563,1.112909772772301,-0.47889623021007877,0.17117880488574516
2289569,gate_40,22,3.1354942159291497,1,0,1,3,0.17120642730057925,1.112909772772301,-0.47889623021007877,0.17117880488574516
2289854,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2289920,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2290137,gate_40,32,3.4965075614664802,0,0,0,3,0.4119476930622503,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2290444,gate_40,124,4.8283137373023015,0,1,2,4,1.3000608569751133,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2290721,gate_30,24,3.2188758248682006,0,0,0,3,0.2268093415013123,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2290798,gate_40,35,3.58351893845611,1,0,1,3,0.4699711132241051,1.112909772772301,-0.47889623021007877,0.17117880488574516
2290843,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2290852,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2290853,gate_30,118,4.77912349311153,1,1,3,4,1.2672584085448861,1.112909772772301,2.0881350424523637,2.071339349039964
2290875,gate_30,77,4.356708826689592,1,0,1,4,0.9855717542209231,1.112909772772301,-0.47889623021007877,0.17117880488574516
2291248,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2291252,gate_30,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2291288,gate_30,30,3.4339872044851463,1,0,1,3,0.37025607677821604,1.112909772772301,-0.47889623021007877,0.17117880488574516
2291337,gate_30,11,2.4849066497880004,0,0,0,2,-0.26263701947978246,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2291381,gate_30,1,0.6931471805599453,0,1,2,1,-1.4574694208149794,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2291427,gate_30,20,3.044522437723423,1,0,1,3,0.11054201889418142,1.112909772772301,-0.47889623021007877,0.17117880488574516
2291458,gate_30,29,3.4011973816621555,1,0,1,3,0.34839022736270886,1.112909772772301,-0.47889623021007877,0.17117880488574516
2291521,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2291558,gate_30,13,2.6390573296152584,0,0,0,2,-0.15984184517839695,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2291571,gate_30,80,4.394449154672439,1,0,1,4,1.010738841369262,1.112909772772301,-0.47889623021007877,0.17117880488574516
2291678,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
