userid,version,sum_gamerounds,log_gamerounds,retention_1_int,retention_7_int,retention_score,engagement_tier_code,log_gamerounds_scaled,retention_1_int_scaled,retention_7_int_scaled,retention_score_scaled,cluster_id,segment_name
1223378,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1224147,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1224235,gate_40,48,3.8918202981106265,0,0,0,3,0.6755614618268764,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1224496,gate_30,56,4.04305126783455,1,0,1,4,0.7764096313578769,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1224654,gate_30,55,4.02535169073515,0,0,0,4,0.7646066920842223,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1224856,gate_40,20,3.044522437723423,1,0,1,3,0.1105420188941814,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1224897,gate_30,120,4.795790545596741,0,1,2,4,1.2783728101630143,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
1225327,gate_30,289,5.66988092298052,1,0,1,5,1.861258807156464,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1225388,gate_30,40,3.713572066704308,1,1,3,3,0.5566968675425106,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1225487,gate_40,76,4.343805421853684,1,1,3,4,0.9769671359949456,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1225847,gate_40,24,3.218875824868201,1,0,1,3,0.2268093415013123,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1225855,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1225966,gate_30,14,2.70805020110221,1,0,1,2,-0.1138340412686006,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1226132,gate_40,18,2.9444389791664403,0,0,0,3,0.043801498653989,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1226186,gate_40,6,1.9459101490553128,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1226296,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1226434,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1226489,gate_30,17,2.8903717578961645,1,0,1,3,0.0077468445927956,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1226490,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1226624,gate_40,298,5.700443573390687,1,1,3,5,1.8816394696325949,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1226629,gate_30,38,3.6635616461296463,0,0,0,3,0.5233474855896137,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1226671,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1226785,gate_30,13,2.6390573296152584,1,0,1,2,-0.1598418451783969,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1226895,gate_40,100,4.61512051684126,1,1,3,4,1.1578932435612457,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1227016,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1227111,gate_40,26,3.295836866004329,1,0,1,3,0.278130708665374,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1227115,gate_40,52,3.970291913552122,1,0,1,4,0.7278901534425033,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1227165,gate_40,22,3.1354942159291497,0,0,0,3,0.1712064273005792,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1227183,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1227313,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1227371,gate_30,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1227615,gate_40,12,2.5649493574615367,0,0,0,2,-0.2092606471142738,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1227690,gate_30,26,3.295836866004329,1,1,3,3,0.278130708665374,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1227693,gate_40,166,5.117993812416755,1,0,1,5,1.49323362693239,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1227960,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1228192,gate_30,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1228195,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1228265,gate_40,123,4.820281565605037,1,0,1,4,1.294704614040835,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1228616,gate_30,11,2.4849066497880004,0,0,0,2,-0.2626370194797824,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1228645,gate_30,11,2.4849066497880004,0,0,0,2,-0.2626370194797824,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1228657,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1229072,gate_30,2,1.0986122886681098,0,1,2,1,-1.1870855567424012,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
1229104,gate_30,11,2.4849066497880004,0,0,0,2,-0.2626370194797824,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1229365,gate_40,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1229395,gate_40,15,2.772588722239781,0,0,0,2,-0.0707966149210513,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1229430,gate_40,13,2.6390573296152584,1,0,1,2,-0.1598418451783969,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1229597,gate_40,19,2.995732273553991,0,0,0,3,0.0780063632901304,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1229932,gate_40,58,4.07753744390572,0,0,0,4,0.7994066916640441,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1229951,gate_40,139,4.941642422609304,1,1,3,4,1.375633938926713,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1230010,gate_40,142,4.962844630259907,1,1,3,4,1.3897726026903776,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1230022,gate_30,194,5.272999558563747,1,1,3,5,1.5965990010634146,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1230124,gate_40,63,4.158883083359672,0,0,0,4,0.8536519223415673,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1230246,gate_30,143,4.969813299576001,1,1,3,4,1.394419650486724,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1230405,gate_30,52,3.970291913552122,0,1,2,4,0.7278901534425033,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
1230841,gate_40,4,1.6094379124341005,1,0,1,1,-0.8464421739724883,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1230988,gate_40,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1230999,gate_40,79,4.382026634673881,1,1,3,4,1.0024549005527492,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1231073,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1231172,gate_40,8,2.19722457733622,1,0,1,2,-0.4544774240385135,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1231225,gate_30,17,2.8903717578961645,0,0,0,3,0.0077468445927956,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1231261,gate_40,160,5.081404364984463,1,1,3,5,1.468834002937162,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1231313,gate_30,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1231445,gate_30,47,3.871201010907891,1,0,1,3,0.6618115177828365,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1231530,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1231531,gate_30,16,2.833213344056216,0,0,0,3,-0.0303691670916967,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1231647,gate_40,23,3.1780538303479458,1,1,3,3,0.199587249151527,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1231653,gate_40,39,3.688879454113936,0,0,0,3,0.5402306319214399,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1231690,gate_40,25,3.258096538021482,1,0,1,3,0.2529636215170356,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1231705,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1231876,gate_30,78,4.3694478524670215,1,1,3,4,0.9940667564920008,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1231929,gate_40,11,2.4849066497880004,1,0,1,2,-0.2626370194797824,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1232079,gate_30,462,6.137727054086234,1,1,3,5,2.173241372832679,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1232096,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1232171,gate_40,220,5.3981627015177525,1,1,3,5,1.680063875240318,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1232176,gate_40,52,3.970291913552122,1,0,1,4,0.7278901534425033,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1232231,gate_40,36,3.610917912644224,1,0,1,3,0.4882420824504656,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1232288,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1232389,gate_40,1000,6.90875477931522,1,1,3,6,2.6874001783269605,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1232423,gate_40,83,4.430816798843313,1,1,3,4,1.0349905561568,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1232435,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1232490,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1232535,gate_40,37,3.6375861597263857,1,0,1,3,0.5060257672852985,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1232561,gate_40,95,4.564348191467836,1,0,1,4,1.1240357864141457,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1232582,gate_30,37,3.6375861597263857,1,0,1,3,0.5060257672852985,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1232633,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1232741,gate_30,163,5.099866427824199,1,1,3,5,1.4811454048051296,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1232744,gate_30,547,6.306275286948016,0,1,2,6,2.2856375360843293,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
1233033,gate_40,38,3.6635616461296463,1,0,1,3,0.5233474855896137,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1233086,gate_30,32,3.49650756146648,0,0,0,3,0.4119476930622503,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1233179,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1233293,gate_40,7,2.079441541679836,1,0,1,2,-0.5330208835523608,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1233333,gate_30,31,3.4657359027997265,0,0,0,3,0.3914276537102581,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1233473,gate_40,67,4.219507705176107,1,0,1,4,0.8940793701709222,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1233590,gate_40,10,2.3978952727983707,1,0,1,2,-0.3206604396416372,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1233609,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1233765,gate_40,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1233802,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1233908,gate_30,15,2.772588722239781,1,0,1,2,-0.0707966149210513,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1234016,gate_30,37,3.6375861597263857,1,0,1,3,0.5060257672852985,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1234029,gate_30,26,3.295836866004329,0,1,2,3,0.278130708665374,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
1234054,gate_30,238,5.476463551931511,1,1,3,5,1.732278692426001,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1234178,gate_40,240,5.484796933490655,1,1,3,5,1.7378357967530924,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1234274,gate_30,152,5.030437921392435,1,1,3,5,1.4348470983160784,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1234325,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1234582,gate_40,28,3.367295829986474,1,1,3,3,0.3257830230513538,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1234640,gate_30,62,4.143134726391533,1,1,3,4,0.8431501515980689,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1234643,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1234677,gate_40,17,2.8903717578961645,0,0,0,3,0.0077468445927956,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1234848,gate_30,24,3.218875824868201,1,0,1,3,0.2268093415013123,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1235027,gate_30,56,4.04305126783455,1,1,3,4,0.7764096313578769,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1235058,gate_40,50,3.9318256327243257,1,0,1,3,0.7022389656121908,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1235137,gate_40,14,2.70805020110221,0,0,0,2,-0.1138340412686006,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1235265,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1235270,gate_30,67,4.219507705176107,1,0,1,4,0.8940793701709222,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1235296,gate_40,14,2.70805020110221,1,0,1,2,-0.1138340412686006,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1235687,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1236048,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1236253,gate_40,23,3.1780538303479458,1,1,3,3,0.199587249151527,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1236612,gate_30,57,4.060443010546419,1,0,1,4,0.788007291682663,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1236628,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1236892,gate_40,72,4.290459441148391,1,1,3,4,0.9413934402381444,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1236894,gate_40,72,4.290459441148391,1,0,1,4,0.9413934402381444,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1236911,gate_30,101,4.624972813284271,1,1,3,4,1.1644632342435,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1237270,gate_30,120,4.795790545596741,1,1,3,4,1.2783728101630143,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1237369,gate_40,26,3.295836866004329,0,0,0,3,0.278130708665374,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1237380,gate_40,44,3.80666248977032,1,0,1,3,0.6187740914352869,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1237525,gate_30,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1237560,gate_40,7,2.079441541679836,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1237649,gate_30,171,5.147494476813453,1,1,3,5,1.5129061054583586,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1237865,gate_30,38,3.6635616461296463,1,0,1,3,0.5233474855896137,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1237968,gate_40,229,5.438079308923196,1,1,3,5,1.7066822114056894,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1237970,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1238107,gate_40,57,4.060443010546419,0,0,0,4,0.788007291682663,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1238191,gate_30,1,0.6931471805599453,1,0,1,1,-1.4574694208149794,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1238267,gate_40,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1238284,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1238384,gate_30,163,5.099866427824199,1,0,1,5,1.4811454048051296,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1238620,gate_30,93,4.543294782270004,1,1,3,4,1.1099963486993412,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1238718,gate_40,40,3.713572066704308,0,0,0,3,0.5566968675425106,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1238954,gate_30,33,3.5263605246161616,0,0,0,3,0.4318551015396127,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1239022,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1239067,gate_30,35,3.58351893845611,1,0,1,3,0.4699711132241051,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1239102,gate_30,50,3.9318256327243257,1,0,1,3,0.7022389656121908,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1239283,gate_40,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1239333,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1239346,gate_30,94,4.553876891600541,1,0,1,4,1.11705301412779,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1239437,gate_30,113,4.736198448394496,1,1,3,4,1.2386338999891864,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1239556,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1239655,gate_30,1,0.6931471805599453,1,0,1,1,-1.4574694208149794,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1239662,gate_40,45,3.828641396489095,1,1,3,3,0.6334306959318887,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1239685,gate_40,6,1.9459101490553128,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1239699,gate_30,11,2.4849066497880004,0,0,0,2,-0.2626370194797824,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1240017,gate_30,15,2.772588722239781,0,0,0,2,-0.0707966149210513,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1240024,gate_30,97,4.584967478670572,1,1,3,4,1.1377857304581862,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1240062,gate_40,22,3.1354942159291497,0,1,2,3,0.1712064273005792,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
1240141,gate_30,16,2.833213344056216,0,0,0,3,-0.0303691670916967,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1240272,gate_40,22,3.1354942159291497,1,0,1,3,0.1712064273005792,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1240355,gate_40,25,3.258096538021482,1,0,1,3,0.2529636215170356,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1240595,gate_30,57,4.060443010546419,1,1,3,4,0.788007291682663,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1240774,gate_40,66,4.204692619390966,1,1,3,4,0.8841999500653466,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1240902,gate_40,79,4.382026634673881,0,1,2,4,1.0024549005527492,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
1241697,gate_30,37,3.6375861597263857,1,0,1,3,0.5060257672852985,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1241750,gate_40,12,2.5649493574615367,1,0,1,2,-0.2092606471142738,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1241853,gate_40,130,4.875197323201151,1,1,3,4,1.3313251134139878,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1242017,gate_30,21,3.091042453358316,1,0,1,3,0.1415638289896722,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
1242164,gate_40,19,2.995732273553991,0,0,0,3,0.0780063632901304,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
1242188,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
1242563,gate_30,18,2.9444389791664403,1,1,3,3,0.043801498653989,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
1242638,gate_30,66,4.204692619390966,0,1,2,4,0.8841999500653466,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
1242788,gate_40,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
